bin	genus_type	genus_proposed	species_proposed	language	gender	genus_explanation	species_explanation	genus_status	species_status	novelty_method	accession	sequencing_technology	binning_workflow	genome_size	total_contigs	coverage	GC_content	completeness_estimate	contamination_estimate	count_16S	count_tRNA	taxonomy_GTDB	taxonomy_proposed	taxonomy_SILVA	taxonomy_SILVA_perc	sample_name	sample_country	longitude	latitude	sample_type	sample_habitat_broad	sample_habitat_local
MFD09779.bin.1.73	Y	Affininissumivita	propinqua	N.L.	fem.	Microbe found nearby Soender Nissum	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963792875.1	Oxford Nanopore PromethION	mmlong2	3861273	10	21.45771	65.89	95.23	0	2	21	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__JAHEGP01;g__Unclassified;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Affininissumivitaceae;g__Affininissumivita;s__Affininissumivita propinqua	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Gven-F17;g__Incertae Sedis;s__uncultured bacterium	94.9	MFD09779	Denmark	8.1689	56.3361	Sediment	Saltwater	Fjords
MFD09779.bin.1.77	Y	Flynderiella	similis	N.L.	fem.	Microbe found nearby Flynder	A species related to but distinct from the existing species	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963823555.1	Oxford Nanopore PromethION	mmlong2	4622600	4	20.0964	67.15	92.57	1.48	1	23	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified	d__Bacteria;p__Eisenbacteria;c__Ravnsnaesimenia;o__Flynderiellales;f__Flynderiellaceae;g__Flynderiella;s__Flynderiella similis	d__Bacteria;p__Latescibacterota;c__Incertae Sedis;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	93.4	MFD09779	Denmark	8.1689	56.3361	Sediment	Saltwater	Fjords
MFD09779.bin.1.82	Y	Affininissumius	propinquus	N.L.	masch.	Microbe found nearby Soender Nissum	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963848045.1	Oxford Nanopore PromethION	mmlong2	2474348	5	117.4181	70.57	95.43	0.01	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Affininissumius;s__Affininissumius propinquus	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured Rubrobacteria bacterium	96.6	MFD09779	Denmark	8.1689	56.3361	Sediment	Saltwater	Fjords
MFD09779.bin.1.9	Y	Stabyaba	vicina	N.L.	fem.	Microbe found nearby Staby	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963792805.1	Oxford Nanopore PromethION	mmlong2	2928794	3	40.42453	70.86	100	0.14	1	22	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Unclassified;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Jiangellales;f__Jiangellaceae;g__Stabyaba;s__Stabyaba vicina	d__Bacteria;p__Actinomycetota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Incertae Sedis;s__Gram-positive bacterium SOGA22	96.2	MFD09779	Denmark	8.1689	56.3361	Sediment	Saltwater	Fjords
MFD09964.bin.1.195	Y	Hindborgiana	septentrionalis	N.L.	fem.	Microbe found nearby Hindborg	A species from the north	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963697385.1	Oxford Nanopore PromethION	mmlong2	4535771	6	35.913	69.4	96.41	1.55	1	23	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__CALAML01;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Hindborgianaceae;g__Hindborgiana;s__Hindborgiana septentrionalis	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Incertae Sedis;s__uncultured bacterium	94	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD09964.bin.1.215	Y	Gammelstrupium	septentrionale	N.L.	neut.	Microbe found nearby Gammelstrup	A species from the north	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963707345.1	Oxford Nanopore PromethION	mmlong2	3660149	4	44.26866	62.16	97.3	2.44	1	23	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__UBA4811;g__Unclassified;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineifilales;f__Gammelstrupiaceae;g__Gammelstrupium;s__Gammelstrupium septentrionale	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	95.7	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD09964.bin.1.236	Y	Oerslevklosterivita	vicina	N.L.	fem.	Microbe found nearby Oerslevkloster	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963714405.1	Oxford Nanopore PromethION	mmlong2	3296023	6	20.95158	33.67	93.27	0.15	1	22	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__Oerslevklosterivita;s__Oerslevklosterivita vicina	d__Bacteria;p__Ignavibacteriota;c__Ignavibacteria;o__Ignavibacteriales;f__PHOS-HE36;g__Incertae Sedis;s__uncultured bacterium	98.1	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD09964.bin.1.60	Y	Jebjergicola	affinis	N.L.	masch.	Microbe found nearby Jebjerg	A species related to but distinct from the existing species	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963695115.1	Oxford Nanopore PromethION	mmlong2	3416652	10	15.51269	69.4	92.04	0.99	1	23	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Unclassified;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Jebjergicolaceae;g__Jebjergicola;s__Jebjergicola affinis	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Incertae Sedis;s__metagenome	94.2	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD09964.bin.1.68	Y	Ottingiana	contigua	N.L.	fem.	Microbe found nearby Otting	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	Formerly ''uncultured actinobacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963698395.1	Oxford Nanopore PromethION	mmlong2	5473190	8	24.10584	65.67	94.73	2.14	1	23	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__SZUA-35;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Koltiaceae;g__Ottingiana;s__Ottingiana contigua	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Incertae Sedis;s__uncultured actinobacterium	99.3	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD09964.bin.1.87	Y	Oddensebacterium	simile	N.L.	neut.	Microbe found nearby Oddense	A species related to but distinct from the existing species	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963704905.1	Oxford Nanopore PromethION	mmlong2	1312200	4	14.67521	42.15	92.44	2.5	1	21	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__Chisholmbacteraceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__Chisholmbacteraceae;g__Oddensebacterium;s__Oddensebacterium simile	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus Pacebacteria;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	88.1	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD09964.bin.2.144	Y	Kvolsibacter	europaeus	N.L.	masch.	Microbe found nearby Kvols	A species from Europe	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963698655.1	Oxford Nanopore PromethION	mmlong2	5918506	10	29.56158	57.38	91.18	3.85	1	22	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__JABWBV01;g__Unclassified;s__Unclassified	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Kvolsibacteraceae;g__Kvolsibacter;s__Kvolsibacter europaeus	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Incertae Sedis;s__uncultured bacterium	92.9	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD10007.bin.1.132	Y	Vedbaekius	similis	N.L.	masch.	Microbe found nearby Vedbaek	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963695795.1	Oxford Nanopore PromethION	mmlong2	5270074	9	68.12252	67.09	98.21	2.24	1	23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__JAKQTR01;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Binderupimenaceae;g__Vedbaekius;s__Vedbaekius similis	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	96.1	MFD10007	Denmark	12.4931	55.8579	Sediment	Freshwater	Enclosed water
MFD10007.bin.1.176	Y	Birkerodiella	proxima	N.L.	fem.	Microbe found nearby Birkerod	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963705525.1	Oxford Nanopore PromethION	mmlong2	5616521	7	33.14887	63.66	98.28	4.36	1	23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Unclassified;g__Unclassified;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Birkerodiellaceae;g__Birkerodiella;s__Birkerodiella proxima	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	96.6	MFD10007	Denmark	12.4931	55.8579	Sediment	Freshwater	Enclosed water
MFD10007.bin.1.230	Y	Soelleroedius	adiacens	N.L.	masch.	Microbe found nearby Soelleroed	A species related to but distinct from the existing species	Formerly ''Incertae Sedis'' in Silva 138.2	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963704025.1	Oxford Nanopore PromethION	mmlong2	3832968	5	21.32066	70.74	92.17	0.54	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Unclassified;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Soelleroedius;s__Soelleroedius adiacens	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.5	MFD10007	Denmark	12.4931	55.8579	Sediment	Freshwater	Enclosed water
MFD01231.bin.1.34.R1.cMAG	Y	Oederibacterium	danicum	N.L.	neut.	Microbe named after Georg Christian Oeder (1728-1791)	A species from Denmark	gen. nov.	sp. nov.	GTDB marker genes and 16S rRNA	GCA_965112635.1	Oxford Nanopore PromethION	manual reassembly with Flye	2876006	1	56.971558	51.35	97.81	0.03	1	21	d__Bacteria;p__CAKKQC01;c__Unclassified;o__Unclassified;f__Unclassified;g__Unclassified;s__Unclassified	d__Bacteria;p__Oederibacteriota;c__Oederibacteriia;o__Oederibacteriales;f__Oederibacteriaceae;g__Oederibacterium;s__Oederibacterium Danicum	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus cereus	85.3	MFD01231	Denmark	9.410917085	54.97351103	Sediment 	Freshwater	"Lake, Dystrophic"
MFD01275.bin.1.78	N	Nykerimen	scandium	N.L.	neut.	Microbe found nearby Nyker	A species from Scandinavia	Formerly ''12-FULL-67-14b'' in GTDB R220	Formerly ''uncultured Acidobacteria bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963795125.1	Oxford Nanopore PromethION	mmlong2	5161097	4	31.595543	66.6	94.99	1.47	1	23	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__UBA2999;g__12-FULL-67-14b;s__Unclassified	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Pjedstedimenaceae;g__Nykerimen;s__Nykerimen scandium	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__Vicinamibacteraceae;g__Incertae Sedis;s__uncultured Acidobacteria bacterium	99.1	MFD01275	Denmark	10.8089	56.5332	Soil	Dunes	Marram dunes (white dunes)
MFD10007.bin.1.48	N	Siemiaba	propinqua	N.L.	fem.	Microbe found nearby Siem	A species related to but distinct from the existing species	Formerly ''20CM-2-65-7'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963704805.1	Oxford Nanopore PromethION	mmlong2	3644914	4	21.32193	65.58	100	3.53	1	23	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__20CM-2-65-7;s__Unclassified	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Siemiabaceae;g__Siemiaba;s__Siemiaba propinqua	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Incertae Sedis;s__uncultured bacterium	97.3	MFD10007	Denmark	12.4931	55.8579	Sediment	Freshwater	Enclosed water
MFD09779.bin.1.78	N	Reseniella	danica	N.L.	fem.	Microbe found nearby Resen	A species from Denmark	Formerly ''67-14'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963766115.1	Oxford Nanopore PromethION	mmlong2	2547127	9	13.56471	66.81	91.56	0	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Reseniella;s__Reseniella danica	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.9	MFD09779	Denmark	8.1689	56.3361	Sediment	Saltwater	Fjords
MFD09779.bin.2.245	N	Reseniella	vicina	N.L.	fem.	Microbe found nearby Resen	A species related to but distinct from the existing species	Formerly ''67-14'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963701635.1	Oxford Nanopore PromethION	mmlong2	2179028	8	153.2709	67.9	94.89	1.65	1	21	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Reseniella;s__Reseniella vicina	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.4	MFD09779	Denmark	8.1689	56.3361	Sediment	Saltwater	Fjords
MFD09964.bin.2.177	N	Reseniella	contigua	N.L.	fem.	Microbe found nearby Resen	A species related to but distinct from the existing species	Formerly ''67-14'' in GTDB R220	Formerly ''uncultured actinobacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963698625.1	Oxford Nanopore PromethION	mmlong2	2436162	8	16.27438	65.48	90.66	0.22	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__67-14;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Reseniella;s__Reseniella contigua	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured actinobacterium	99.3	MFD09964	Denmark	9.0763	56.5565	Sediment	Saltwater	Fjords
MFD05942.bin.1.36	N	Trorodisoma	telluricum	N.L.	neut.	Microbe found nearby Trorod	A species found in soil	Formerly ''AC-32'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963813435.1	Oxford Nanopore PromethION	mmlong2	3054388	4	75.69268	69.62	92.65	0.29	1	23	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__AC-32;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Trorodisoma;s__Trorodisoma telluricum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Gaiellales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured Rubrobacteria bacterium	98.1	MFD05942	Denmark	9.6177	56.7771	Soil	Fields	"Poales, grass"
MFD01721.bin.1.13	N	Bryrupiana	terrea	N.L.	fem.	Microbe found nearby Bryrup	A species found in soil	Formerly ''AC-51'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963697875.1	Oxford Nanopore PromethION	mmlong2	3133461	1	20.02058	69.41	96.34	1.36	1	23	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Bonnerupiia;o__Granslevivitales;f__Granslevivitaceae;g__Bryrupiana;s__Bryrupiana terrea	d__Bacteria;p__Actinomycetota;c__MB-A2-108;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	96.7	MFD01721	Denmark	10.5019	55.4485	Soil	Coastal	Salicornia mud
MFD09779.bin.1.329	N	Bryrupiana	scandia	N.L.	fem.	Microbe found nearby Bryrup	A species from Scandinavia	Formerly ''AC-51'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963749895.1	Oxford Nanopore PromethION	mmlong2	3098821	8	40.5328	70.48	98.41	0.2	1	23	d__Bacteria;p__Actinomycetota;c__UBA4738;o__UBA4738;f__HRBIN12;g__AC-51;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Bonnerupiia;o__Granslevivitales;f__Granslevivitaceae;g__Bryrupiana;s__Bryrupiana scandia	d__Bacteria;p__Actinomycetota;c__MB-A2-108;o__Incertae Sedis;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	98.4	MFD09779	Denmark	8.1689	56.3361	Sediment	Saltwater	Fjords
MFD01721.bin.1.108	N	Aggersborgimen	terrestre	N.L.	neut.	Microbe found nearby Aggersborg	A species found in soil	Formerly ''AC-56'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963798705.1	Oxford Nanopore PromethION	mmlong2	3296481	7	20.78789	69.79	96.01	0.09	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Aggersborgimen;s__Aggersborgimen terrestre	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	98.6	MFD01721	Denmark	10.5019	55.4485	Soil	Coastal	Salicornia mud
MFD04944.bin.1.10	N	Aggersborgimen	telluricum	N.L.	neut.	Microbe found nearby Aggersborg	A species found in soil	Formerly ''AC-56'' in GTDB R220	Formerly ''uncultured Rubrobacteraceae bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963811625.1	Oxford Nanopore PromethION	mmlong2	2647642	6	49.25343	70.01	94.4	0.15	1	21	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Aggersborgimen;s__Aggersborgimen telluricum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured Rubrobacteraceae bacterium	98.8	MFD04944	Denmark	10.5752	54.9596	Soil	Grassland formations	Species-rich Nardus upland grassland
MFD04944.bin.c.1	N	Aggersborgimen	contiguum	N.L.	neut.	Microbe found nearby Aggersborg	A species related to but distinct from the existing species	Formerly ''AC-56'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963702195.1	Oxford Nanopore PromethION	mmlong2	3311769	1	42.62748	69.5	96.45	0.05	1	22	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__70-9;g__AC-56;s__Unclassified	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Maglebybacteriaceae;g__Aggersborgimen;s__Aggersborgimen contiguum	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__Incertae Sedis;s__uncultured bacterium	99.1	MFD04944	Denmark	10.5752	54.9596	Soil	Grassland formations	Species-rich Nardus upland grassland
MFD00008.bin.c.1	N	Kragelundicola	nordicus	N.L.	masch.	Microbe found nearby Kragelund	A species from the Nordic region	Formerly ''AP-15'' in GTDB R220	Formerly ''uncultured bacterium'' in Silva 138.2	GTDB marker genes and 16S rRNA	GCA_963705325.1	Oxford Nanopore PromethION	mmlong2	5675650	1	34.275684	64.01	91.29	2.32	1	23	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Kragelundicola;s__Kragelundicola nordicus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	99.6	MFD00008	Denmark	9.3609	55.6058	Soil	Forests	Alluvial woodland
MFD03044.bin.1.47	N	Kragelundicola	sediminis	N.L.	masch.	Microbe found nearby Kragelund	A species found in sediments	Formerly ''AP-15'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963789255.1	Oxford Nanopore PromethION	mmlong2	4575111	4	23.20257	66.37	94.15	0.39	2	22	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Kragelundicola;s__Kragelundicola sediminis	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Incertae Sedis;g__Incertae Sedis;s__metagenome	96.3	MFD03044	Denmark	10.3691	56.425	Sediment	Freshwater	"Rainwater basin, City"
MFD04463.bin.1.126	N	Kragelundicola	glebicus	N.L.	masch.	Microbe found nearby Kragelund	A species found in soil	Formerly ''AP-15'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963833745.1	Oxford Nanopore PromethION	mmlong2	6314752	9	38.04205	64.25	96.43	1.23	2	22	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Kragelundicola;s__Kragelundicola glebicus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured forest soil bacterium	96.5	MFD04463	Denmark	8.2405	55.7443	Soil	Dunes	Wooded dunes
MFD04463.bin.1.59	N	Kragelundicola	telluricus	N.L.	masch.	Microbe found nearby Kragelund	A species found in soil	Formerly ''AP-15'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963789605.1	Oxford Nanopore PromethION	mmlong2	4952877	8	39.73921	67.14	97.07	1.04	2	23	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Kragelundicola;s__Kragelundicola telluricus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured forest soil bacterium	95.6	MFD04463	Denmark	8.2405	55.7443	Soil	Dunes	Wooded dunes
MFD04944.bin.2.63	N	Kragelundicola	terreum	N.L.	masch.	Microbe found nearby Kragelund	A species found in soil	Formerly ''AP-15'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963797115.1	Oxford Nanopore PromethION	mmlong2	6754404	7	28.4166	63.17	96.29	4.92	2	23	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Kragelundicola;s__Kragelundicola terreum	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured bacterium	95.2	MFD04944	Denmark	10.5752	54.9596	Soil	Grassland formations	Species-rich Nardus upland grassland
MFD05705.bin.1.25	N	Kragelundicola	aridus	N.L.	masch.	Microbe found nearby Kragelund	A species found in sand	Formerly ''AP-15'' in GTDB R220	sp. nov.	GTDB marker genes and 16S rRNA	GCA_963777435.1	Oxford Nanopore PromethION	mmlong2	5859292	8	19.42575	62.2	95.08	3.34	2	22	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__AP-15;s__Unclassified	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__Kragelundicola;s__Kragelundicola aridus	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Elsterales;f__Incertae Sedis;g__Incertae Sedis;s__uncultured forest soil bacterium	96.6	MFD05705	Denmark	8.2063	55.7153	Soil	Dunes	Humid dune slacks
