bin	sub	contig	type	start	end	strand	prot	prot_abrv	prot_name	prot_db
OWC_1102	RM_Type_I	OWC_1102_k121_1355975	cds	13148	15274	-	HCNDDA_02130		class I SAM-dependent DNA methyltransferase	EC:2.1.1.72, KEGG:K03427, SO:0001217, UniRef:UniRef50_U5NEG6, UniRef:UniRef90_UPI001EE0645E
OWC_1102	CAS_Class2-Subtype-V-K	OWC_1102_k121_1355975	cds	15851	17758	+	HCNDDA_02140	cas12k	type V CRISPR-associated protein Cas12k	SO:0001217, UniRef:UniRef50_Q3ME01, UniRef:UniRef90_UPI0014480097
OWC_1102	PARIS_I	OWC_1102_k121_4147788	cds	802	2013	+	HCNDDA_06205		Excinuclease	SO:0001217, UniRef:UniRef50_K9ZJY3, UniRef:UniRef90_A0A1B7WG23
OWC_1102	PARIS_I	OWC_1102_k121_4147788	cds	2010	2876	+	HCNDDA_06210		DUF4435 domain-containing protein	SO:0001217, UniRef:UniRef50_Q3MEL8, UniRef:UniRef90_A0A1B7WUP1
OWC_1102	Eleos	OWC_1102_k121_6403315	cds	334	2577	-	HCNDDA_08220		J domain-containing protein	SO:0001217, UniRef:UniRef50_A0A433UY06
OWC_1102	Eleos	OWC_1102_k121_6403315	cds	2719	4800	-	HCNDDA_08225		Dynamin family protein	SO:0001217, UniRef:UniRef50_B2IZD3, UniRef:UniRef90_A0A926WGA9
OWC_1102	Menshen	OWC_1102_k121_12400724	cds	1814	2923	+	HCNDDA_12005		DUF262 domain-containing protein	SO:0001217, UniRef:UniRef50_K9QI00, UniRef:UniRef90_UPI001C2BE2E8
OWC_1102	Menshen	OWC_1102_k121_12400724	cds	2920	4071	+	HCNDDA_12010		ATPase	SO:0001217, UniRef:UniRef50_K9X1U9
OWC_1102	Menshen	OWC_1102_k121_12400724	cds	4072	4845	+	HCNDDA_12015		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0K2LVM2
OWC_1102	Septu	OWC_1102_k121_13726192	cds	474	1451	-	HCNDDA_12535		HNH nuclease domain-containing protein	SO:0001217, UniRef:UniRef50_X0QNZ0, UniRef:UniRef90_UPI0018C4B3B0
OWC_1102	Septu	OWC_1102_k121_13726192	cds	1448	3043	-	HCNDDA_12540		AAA family ATPase	SO:0001217, UniRef:UniRef50_C9P8I0, UniRef:UniRef90_UPI00144546E8
OWC_1102	Menshen	OWC_1102_k121_16576089	cds	667	1545	-	HCNDDA_13720		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI00167FF251
OWC_1102	Menshen	OWC_1102_k121_16576089	cds	1548	2645	-	HCNDDA_13725		DUF3696 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A5C0DRC8, UniRef:UniRef90_UPI00047FE20C
OWC_1102	AbiL	OWC_1102_k121_21998012	cds	1285	2046	-	HCNDDA_15455	rloB	RloB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Z4UIQ5, UniRef:UniRef90_A0A926ZZU0
OWC_1102	AbiL	OWC_1102_k121_21998012	cds	2048	3397	-	HCNDDA_15460		ATP-binding protein	KEGG:K06926, SO:0001217, UniRef:UniRef50_A0A073CHJ5, UniRef:UniRef90_A0A926WE04
OWC_1102	MazEF	OWC_1102_k121_28791030	cds	258	587	-	HCNDDA_16780		mRNA interferase	SO:0001217, UniRef:UniRef50_D8PG32, UniRef:UniRef90_A0A0K2LZM6
OWC_1102	MazEF	OWC_1102_k121_28791030	cds	575	835	-	HCNDDA_16785	mazE	MazE family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A1R4H564, UniRef:UniRef90_A0A0K2M031
OWC_1104	AbiE	OWC_1104_k121_2030996	cds	1925	2791	-	EEOGLO_00260		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A0G0A820
OWC_1104	AbiE	OWC_1104_k121_2030996	cds	2802	3494	-	EEOGLO_00265		Transcriptional regulator, AbiEi antitoxin, Type IV TA system	SO:0001217, UniRef:UniRef50_A0A0G0CP05
OWC_1110	CBASS_II	OWC_1110_k121_5983369	cds	1120	1431	-	ONDLNI_04730		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A1G5ZZ33
OWC_1110	CBASS_II	OWC_1110_k121_5983369	cds	1585	2784	-	ONDLNI_04735		Nucleotidyltransferase	SO:0001217, UniRef:UniRef50_E6VLJ6
OWC_1110	CBASS_II	OWC_1110_k121_5983369	cds	2781	3794	-	ONDLNI_04740		PNPLA domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1H0JTW1
OWC_1111	CAS_Cluster	OWC_1111_k121_1335069	cds	425	1078	-	AELCFA_02885		CRISPR-associated exonuclease Cas4	SO:0001217, UniRef:UniRef50_A0A661KYV7
OWC_1111	CAS_Cluster	OWC_1111_k121_1335069	cds	1272	1553	-	AELCFA_02890		CRISPR-associated endoribonuclease Cas2	SO:0001217, UniRef:UniRef50_A0A3M2DQA1
OWC_1111	CAS_Cluster	OWC_1111_k121_1335069	cds	1562	2749	-	AELCFA_02895		CRISPR-associated endonuclease Cas1	SO:0001217, UniRef:UniRef50_A0A7V5V7T4
OWC_1111	CAS_Cluster	OWC_1111_k121_1335069	cds	2836	4020	-	AELCFA_02900		hypothetical protein	
OWC_1111	MazEF	OWC_1111_k121_2971028	cds	35813	36070	-	AELCFA_04675		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A5Q4FZZ0
OWC_1111	MazEF	OWC_1111_k121_2971028	cds	36163	36405	-	AELCFA_04680		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0A7KGM6
OWC_1111	RM_Type_IV	OWC_1111_k121_283929	cds	1475	2707	-	AELCFA_30450		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A235II64
OWC_1111	RM_Type_IV	OWC_1111_k121_283929	cds	2704	4608	-	AELCFA_30455		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A2E5HPY9
OWC_1119	Wadjet_I	OWC_1119_k121_25154436	cds	2720	3922	-	CADBNB_12615	jetD	Wadjet protein JetD C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_K9E2C4
OWC_1119	Wadjet_I	OWC_1119_k121_25154436	cds	3919	7284	-	CADBNB_12620		ATP-dependent exonuclease SbcCD, C subunit-like protein	SO:0001217, UniRef:UniRef50_A0A2H0IWJ4
OWC_1119	Wadjet_I	OWC_1119_k121_25154436	cds	7281	7880	-	CADBNB_12625		DUF4194 domain-containing protein	SO:0001217, UniRef:UniRef50_D1BJS2
OWC_1119	Wadjet_I	OWC_1119_k121_25154436	cds	7888	9249	-	CADBNB_12630		DUF3375 domain-containing protein	SO:0001217, UniRef:UniRef50_M1PDI0
OWC_1120	MazEF	OWC_1120_k121_4260152	cds	56	457	+	HIHBLA_02365		hypothetical protein	PFAM:PF04014.22
OWC_1120	MazEF	OWC_1120_k121_4260152	cds	451	795	+	HIHBLA_02370		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A329KFG4
OWC_1120	Shedu	OWC_1120_k121_9055159	cds	450	1577	+	HIHBLA_11285		hypothetical protein	PFAM:PF14082.10
OWC_1120	RM_Type_IIG	OWC_1120_k121_425160	cds	2203	5415	+	HIHBLA_24625		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A933X8I9
OWC_1121	AbiE	OWC_1121_k121_1187551	cds	2126	2917	+	CINDEB_01605		Transcriptional regulator AbiEi antitoxin N-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2V9QY39
OWC_1121	AbiE	OWC_1121_k121_1187551	cds	2920	3564	+	CINDEB_01610		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A258US16
OWC_1121	CAS_Cluster	OWC_1121_k121_13563624	cds	711	1688	+	CINDEB_12905		CRISPR system precrRNA processing endoribonuclease RAMP protein Cas6	SO:0001217, UniRef:UniRef50_A0A933FVJ1
OWC_1121	CAS_Cluster	OWC_1121_k121_13563624	cds	1855	3045	+	CINDEB_12910		CRISPR-associated endonuclease Cas1	SO:0001217, UniRef:UniRef50_A0A7V5V7T4
OWC_1121	CAS_Cluster	OWC_1121_k121_13563624	cds	3350	3667	+	CINDEB_12915		CRISPR-associated endoribonuclease Cas2	SO:0001217, UniRef:UniRef50_A0A3M2DQA1
OWC_1121	CAS_Cluster	OWC_1121_k121_13563624	cds	3664	4239	+	CINDEB_12920		CRISPR-associated exonuclease Cas4	SO:0001217, UniRef:UniRef50_A0A661KYV7
OWC_1121	Phrann_gp29_gp30	OWC_1121_k121_28947666	cds	9601	10302	+	CINDEB_18550		RelA/SpoT domain-containing protein	SO:0001217, UniRef:UniRef50_D5MH89
OWC_1121	Phrann_gp29_gp30	OWC_1121_k121_28947666	cds	10299	10562	+	CINDEB_18555		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A931R4M0
OWC_1123	MazEF	OWC_1123_scaffold_9220	cds	2044	2286	+	JJABHK_10350		AbrB/MazE/SpoVT family DNA-binding domain-containing protein	SO:0001217, UniRef:UniRef50_Q9RX99, UniRef:UniRef90_A0A938QEP4
OWC_1123	MazEF	OWC_1123_scaffold_9220	cds	2286	2633	+	JJABHK_10355		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A3M1LUX7
OWC_1124	MazEF	OWC_1124_scaffold_2665	cds	2593	2835	+	DMINCP_12995		PpGpp-regulated growth inhibitor suppressor ChpR/MazE, putative	SO:0001217, UniRef:UniRef50_Q9RX99
OWC_1124	MazEF	OWC_1124_scaffold_2665	cds	2835	3182	+	DMINCP_13000		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A3M1LUX7
OWC_1125	MazEF	OWC_1125_k121_3167766	cds	1387	1641	+	LKJAII_07140	pbsX	PbsX family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A7J5VUD6, UniRef:UniRef90_A0A1G0DRI7
OWC_1125	MazEF	OWC_1125_k121_3167766	cds	1635	2033	+	LKJAII_07145		Type II toxin-antitoxin system PemK/MazF family toxin	SO:0001217, UniRef:UniRef50_A0A809SD43, UniRef:UniRef90_A0A934EE79
OWC_1125	RM_Type_II	OWC_1125_k121_4330998	cds	784	1548	-	LKJAII_15260		Type-2 restriction enzyme PaeR7I	SO:0001217, UniRef:UniRef50_A0A5C1ADS2
OWC_1125	RM_Type_II	OWC_1125_k121_4330998	cds	1553	2542	-	LKJAII_15265		Methyltransferase	KEGG:K24451, SO:0001217, UniRef:UniRef50_M0AMW1, UniRef:UniRef90_A0A1F4FH39
OWC_1126	RM_Type_II	OWC_1126_k121_11107134	cds	3315	4403	-	HCMJDO_11585		hypothetical protein	
OWC_1126	RM_Type_II	OWC_1126_k121_11107134	cds	4695	5222	+	HCMJDO_11590		Type II restriction enzyme PvuII	SO:0001217, UniRef:UniRef50_P23657
OWC_1130	MazEF	OWC_1130_k121_32649235	cds	117	365	+	ONOCPH_11995		hypothetical protein	
OWC_1130	MazEF	OWC_1130_k121_32649235	cds	356	691	+	ONOCPH_12000		Type II toxin-antitoxin system PemK/MazF family toxin	SO:0001217, UniRef:UniRef50_A0A2V7XUH2
OWC_1131	RM_Type_I	OWC_1131_k121_4349194	cds	1878	4817	-	FEGPMN_10790		hypothetical protein	PFAM:PF00270.33, PFAM:PF04326.18
OWC_1131	SoFic	OWC_1131_k121_4349194	cds	4921	6108	-	FEGPMN_10795		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_G2GZB4
OWC_1131	RM_Type_I	OWC_1131_k121_4349194	cds	6242	6949	-	FEGPMN_10800		hypothetical protein	PFAM:PF01420.23
OWC_1131	RM_Type_I	OWC_1131_k121_4349194	cds	7601	8794	-	FEGPMN_10810		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A6L8F6P6
OWC_1131	SoFic	OWC_1131_k121_1523590	cds	5610	6773	+	FEGPMN_18000		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A976L8F4
OWC_1131	MazEF	OWC_1131_k121_311930	cds	1699	1956	+	FEGPMN_25490		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0S3UE13
OWC_1131	MazEF	OWC_1131_k121_311930	cds	1941	2270	+	FEGPMN_25495		mRNA interferase	SO:0001217, UniRef:UniRef50_D8PG32
OWC_1133	AbiE	OWC_1133_k121_2006090	cds	139	960	-	HLKBMJ_03755		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A1BFK9
OWC_1133	AbiE	OWC_1133_k121_2006090	cds	957	1742	-	HLKBMJ_03760		AbiEi antitoxin C-terminal domain-containing protein	SO:0001217, UniRef:UniRef50_A0A3L7DZD6
OWC_1133	RM_Type_II	OWC_1133_k121_6117234	cds	1461	3020	-	HLKBMJ_16280		hypothetical protein	PFAM:PF02518.30, PFAM:PF13589.10
OWC_1133	RM_Type_II	OWC_1133_k121_6117234	cds	4460	5089	-	HLKBMJ_16305		hypothetical protein	
OWC_1136	MazEF	OWC_1136_scaffold27840	cds	3477	3725	+	MKJJLA_03720		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1G3PTQ9
OWC_1136	MazEF	OWC_1136_scaffold27840	cds	3722	4066	+	MKJJLA_03725		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A5Q4FZZ0
OWC_1136	AbiE	OWC_1136_scaffold60845	cds	1858	2688	-	MKJJLA_06480		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	KEGG:K09144, SO:0001217, UniParc:UPI001D21185D, UniRef:UniRef100_A0A940VEP9, UniRef:UniRef50_A1BFK9, UniRef:UniRef90_A0A940VEP9
OWC_1136	AbiE	OWC_1136_scaffold60845	cds	2685	3239	-	MKJJLA_06485		hypothetical protein	PFAM:PF09407.14
OWC_1143	PfiAT	OWC_1143_k121_34984221	cds	3200	3526	-	OOJOFN_09375		Plasmid stabilization protein	SO:0001217, UniRef:UniRef50_A0A5S9MY69
OWC_1143	PfiAT	OWC_1143_k121_34984221	cds	3526	3801	-	OOJOFN_09380		Antitoxin	SO:0001217, UniRef:UniRef50_A0A0N0M2Q5
OWC_1146	AbiE	OWC_1146_k121_2929971	cds	275	1129	-	HPMBPL_05725		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A2M7YS48
OWC_1146	AbiE	OWC_1146_k121_2929971	cds	1122	2177	-	HPMBPL_05730		HTH marR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A2N2GY58
OWC_1151	AbiE	OWC_1151_k121_4984246	cds	95	757	+	JKKEDA_10430		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A0S8HXE3
OWC_1151	AbiE	OWC_1151_k121_4984246	cds	754	1326	+	JKKEDA_10435		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2M7EGR0
OWC_1153	AbiE	OWC_1153_k121_465356	cds	1018	1680	+	LGGNDN_08785		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A0S8HXE3
OWC_1153	AbiE	OWC_1153_k121_465356	cds	1677	2249	+	LGGNDN_08790		Transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A2M7EGR0
OWC_1154	Septu	OWC_1154_k121_11143828	cds	344	1327	-	BDPDAO_08125		hypothetical protein	
OWC_1154	Septu	OWC_1154_k121_11143828	cds	1324	3807	-	BDPDAO_08130		hypothetical protein	PFAM:PF13175.10, PFAM:PF13304.10, PFAM:PF13476.10
OWC_1155	PfiAT	OWC_1155_k121_3510508	cds	711	1046	-	BFMJPJ_04495		Plasmid stabilization system	SO:0001217, UniRef:UniRef50_Q3AS05
OWC_1155	PfiAT	OWC_1155_k121_3510508	cds	1043	1324	-	BFMJPJ_04500		Antitoxin	SO:0001217, UniRef:UniRef50_E1R2J5
OWC_1157	AbiE	OWC_1157_k121_3936023	cds	2938	3579	+	IHMBDO_00830		Transcriptional regulator	SO:0001217, UniRef:UniRef50_D3HQ22
OWC_1157	AbiE	OWC_1157_k121_3936023	cds	3576	4490	+	IHMBDO_00835		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A1F2WIZ5
OWC_1165	SoFic	OWC_1165_k121_2102101	cds	926	2113	-	LOALGL_10325		Filamentation induced by cAMP protein fic	SO:0001217, UniParc:UPI001D20366A, UniRef:UniRef100_A0A940QSS9, UniRef:UniRef50_A0A2T1BXZ1, UniRef:UniRef90_A0A940QSS9
OWC_1166	PfiAT	OWC_1166_scaffold_2962	cds	612	893	+	DGHKKP_03240		Antitoxin	SO:0001217, UniRef:UniRef50_A0A1V4WGM1
OWC_1166	PfiAT	OWC_1166_scaffold_2962	cds	890	1222	+	DGHKKP_03245		Plasmid stabilization system	SO:0001217, UniRef:UniRef50_Q3AS05
OWC_1168	MazEF	OWC_1168_scaffold_8429	cds	3448	3783	-	OCBOOA_12815		mRNA interferase	SO:0001217, UniRef:UniRef50_K9P7Q2, UniRef:UniRef90_A0A1F9F492
OWC_1168	MazEF	OWC_1168_scaffold_8429	cds	3777	4025	-	OCBOOA_12820	abrB	AbrB family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A256WYE8
OWC_1170	PfiAT	OWC_1170_k121_5096963	cds	2025	2306	+	HHPAIO_02890		Antitoxin	SO:0001217, UniRef:UniRef50_A0A1V4WGM1
OWC_1170	PfiAT	OWC_1170_k121_5096963	cds	2303	2638	+	HHPAIO_02895		Plasmid stabilization system	SO:0001217, UniRef:UniRef50_Q3AS05
OWC_1170	AbiE	OWC_1170_k121_4007864	cds	45	641	+	HHPAIO_06410		Transcriptional regulator	SO:0001217, UniParc:UPI001DB40AC7, UniRef:UniRef100_A0A940TSG8, UniRef:UniRef50_A9BQM8, UniRef:UniRef90_A0A940TSG8
OWC_1170	AbiE	OWC_1170_k121_4007864	cds	638	1576	+	HHPAIO_06415		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A940TSG6, UniRef:UniRef90_A0A940TSG6
OWC_1173	PfiAT	OWC_1173_scaffold_15497	cds	225	506	+	IPPHAN_06050		Antitoxin	SO:0001217, UniRef:UniRef50_A0A1V4WGM1
OWC_1173	PfiAT	OWC_1173_scaffold_15497	cds	503	835	+	IPPHAN_06055		Plasmid stabilization system	SO:0001217, UniRef:UniRef50_Q3AS05
OWC_1174	RM_Type_II	OWC_1174_k121_9781596	cds	518	1252	+	NEPKKP_01470		Type-2 restriction enzyme PaeR7I	SO:0001217, UniRef:UniRef50_A0A136LCU9
OWC_1174	RM_Type_II	OWC_1174_k121_9781596	cds	1249	2202	+	NEPKKP_01475		hypothetical protein	PFAM:PF01170.22, PFAM:PF08241.16
OWC_1174	SpbK	OWC_1174_k121_8031940	cds	2702	3721	+	NEPKKP_06310		hypothetical protein	PFAM:PF13676.10
OWC_1177	RM_Type_II	OWC_1177_k121_3986121	cds	1777	3987	+	BIGJKJ_16395		site-specific DNA-methyltransferase (adenine-specific)	SO:0001217, UniRef:UniRef50_A0A7X8YPG9
OWC_1177	RM_Type_II	OWC_1177_k121_3986121	cds	3968	5005	+	BIGJKJ_16400		Restriction endonuclease	SO:0001217, UniRef:UniRef50_A8ZZM7
OWC_1181	MazEF	OWC_1181_scaffold_10845	cds	3171	3506	-	ECHNJF_09040		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A1C6AUB3
OWC_1181	MazEF	OWC_1181_scaffold_10845	cds	3507	3758	-	ECHNJF_09045		hypothetical protein	PFAM:PF04014.22
OWC_1182	PfiAT	OWC_1182_k121_2950446	cds	3380	3655	+	JIMAFO_01330		Antitoxin	SO:0001217, UniRef:UniRef50_B4SDY6, UniRef:UniRef90_A0A940TMG4
OWC_1182	PfiAT	OWC_1182_k121_2950446	cds	3655	3981	+	JIMAFO_01335		Plasmid stabilization system	SO:0001217, UniParc:UPI001DAB23E6, UniRef:UniRef100_A0A940TPB2, UniRef:UniRef50_A0A5S9MY69, UniRef:UniRef90_A0A940TPB2
OWC_1182	AbiE	OWC_1182_k121_3035127	cds	628	1566	-	JIMAFO_08735		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A940TSG6, UniRef:UniRef90_A0A940TSG6
OWC_1182	AbiE	OWC_1182_k121_3035127	cds	1563	2159	-	JIMAFO_08740		Transcriptional regulator	SO:0001217, UniParc:UPI001DB40AC7, UniRef:UniRef100_A0A940TSG8, UniRef:UniRef50_A9BQM8, UniRef:UniRef90_A0A940TSG8
OWC_1182	SoFic	OWC_1182_k121_2711276	cds	1644	2831	+	JIMAFO_08795		Filamentation induced by cAMP protein fic	SO:0001217, UniParc:UPI001D20366A, UniRef:UniRef100_A0A940QSS9, UniRef:UniRef50_A0A2T1BXZ1, UniRef:UniRef90_A0A940QSS9
OWC_1183	PfiAT	OWC_1183_scaffold17740	cds	1134	1460	-	GHGEBC_07050		Plasmid stabilization system	SO:0001217, UniParc:UPI001DAB23E6, UniRef:UniRef100_A0A940TPB2, UniRef:UniRef50_A0A5S9MY69, UniRef:UniRef90_A0A940TPB2
OWC_1183	PfiAT	OWC_1183_scaffold17740	cds	1460	1735	-	GHGEBC_07055		Antitoxin	SO:0001217, UniRef:UniRef50_B4SDY6, UniRef:UniRef90_A0A940TMG4
OWC_1186	PfiAT	OWC_1186_k121_6055299	cds	1715	1996	+	OCEBHI_06175		Antitoxin	SO:0001217, UniRef:UniRef50_A0A1V4WGM1
OWC_1186	PfiAT	OWC_1186_k121_6055299	cds	1993	2325	+	OCEBHI_06180		Plasmid stabilization system	SO:0001217, UniRef:UniRef50_Q3AS05
OWC_1190	PfiAT	OWC_1190_scaffold_13933	cds	2262	2594	-	EMFOMM_08385		Plasmid stabilization system	SO:0001217, UniRef:UniRef50_Q3AS05
OWC_1190	PfiAT	OWC_1190_scaffold_13933	cds	2591	2872	-	EMFOMM_08390		Antitoxin	SO:0001217, UniRef:UniRef50_A0A1V4WGM1
OWC_1197	RM_Type_IV	OWC_1197_k121_6781209	cds	186	2300	+	IFHMJP_02035		hypothetical protein	PFAM:PF00004.33, PFAM:PF07728.18, PFAM:PF13401.10
OWC_1197	PfiAT	OWC_1197_k121_8526731	cds	1180	1458	+	IFHMJP_06130		Antitoxin	SO:0001217, UniRef:UniRef50_A0A931Q364
OWC_1197	PfiAT	OWC_1197_k121_8526731	cds	1451	2005	+	IFHMJP_06135		hypothetical protein	PFAM:PF05016.19
OWC_1197	MazEF	OWC_1197_k121_2486863	cds	1144	1386	+	IFHMJP_14035		SpoVT-AbrB domain-containing protein	SO:0001217, UniRef:UniRef50_A0A7J5WA75
OWC_1197	MazEF	OWC_1197_k121_2486863	cds	1386	1733	+	IFHMJP_14040		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A329KFG4
OWC_1199	PfiAT	OWC_1199_k121_28240573	cds	4427	4702	+	NHBAIA_02885		Antitoxin	SO:0001217, UniRef:UniRef50_A0A0N0M2Q5
OWC_1199	PfiAT	OWC_1199_k121_28240573	cds	4699	5028	+	NHBAIA_02890		Plasmid stabilization system	SO:0001217, UniRef:UniRef50_B8GLB0
OWC_1199	AbiE	OWC_1199_k121_16312795	cds	2736	3341	+	NHBAIA_13310		Transcriptional regulator	SO:0001217, UniRef:UniRef50_K9TSG3
OWC_1199	AbiE	OWC_1199_k121_16312795	cds	3338	4282	+	NHBAIA_13315		Nucleotidyl transferase AbiEii/AbiGii toxin family protein	SO:0001217, UniRef:UniRef50_A0A6M4HAE9
OWC_1200	SoFic	OWC_1200_k121_3720854	cds	3441	4619	+	APKNAI_01500		Protein adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A2A4WA03
OWC_1200	PD-T7-5	OWC_1200_k121_8397911	cds	1299	2318	+	APKNAI_02960		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A016XMV5
OWC_1205	CAS_Class1-Subtype-I-G	OWC_1205_k121_21208981	cds	4	1026	+	DBKNOG_00615		hypothetical protein	PFAM:PF18019.5
OWC_1205	CAS_Class1-Subtype-I-G	OWC_1205_k121_21208981	cds	1061	3346	+	DBKNOG_00620		hypothetical protein	
OWC_1205	CAS_Cluster	OWC_1205_k121_3832541	cds	24	1223	+	DBKNOG_03790		DNA primase	SO:0001217, UniRef:UniRef50_I5B4I3
OWC_1205	CAS_Cluster	OWC_1205_k121_3832541	cds	1220	2269	+	DBKNOG_03795		CRISPR-associated endonuclease Cas1	SO:0001217, UniRef:UniRef50_A0A4P8L5A9
OWC_1205	CAS_Cluster	OWC_1205_k121_3832541	cds	2211	2549	+	DBKNOG_03800		CRISPR-associated endoribonuclease Cas2	SO:0001217, UniRef:UniRef50_A0LHZ5
OWC_1205	PD-Lambda-1	OWC_1205_k121_20805507	cds	2547	3317	-	DBKNOG_10935		GIY-YIG nuclease family protein	SO:0001217, UniRef:UniRef50_UPI000A4D4192
OWC_1205	CAS_Class1-Subtype-I-E	OWC_1205_k121_20805507	cds	3783	4091	-	DBKNOG_10940		CRISPR-associated protein Cas2	SO:0001217, UniRef:UniRef50_A0A1A8XUA0
OWC_1205	CAS_Class1-Subtype-I-E	OWC_1205_k121_20805507	cds	4072	4992	-	DBKNOG_10945		CRISPR-associated endonuclease Cas1 1	SO:0001217, UniRef:UniRef50_Q2RY21
OWC_1205	CAS_Class1-Subtype-I-E	OWC_1205_k121_20805507	cds	5063	5737	-	DBKNOG_10950		CRISPR-associated endoribonuclease Cse3	SO:0001217, UniRef:UniRef50_A0A9E2TSJ5
OWC_1205	CAS_Class1-Subtype-I-E	OWC_1205_k121_20805507	cds	5724	6419	-	DBKNOG_10955		Type I-E CRISPR-associated protein Cas5/CasD	SO:0001217, UniRef:UniRef50_K2CMI7
OWC_1205	RM_Type_II	OWC_1205_k121_38352050	cds	2827	3438	-	DBKNOG_14765		Eco29kI family restriction endonuclease	SO:0001217, UniRef:UniRef50_A0A7X9ABI6
OWC_1205	RM_Type_II	OWC_1205_k121_38352050	cds	3429	4121	-	DBKNOG_14770		site-specific DNA-methyltransferase (cytosine-N(4)-specific)	SO:0001217, UniRef:UniRef50_A0A7Y5KFN9
OWC_1205	CAS_Class1-Subtype-I-E	OWC_1205_k121_35468875	cds	498	1121	-	DBKNOG_23285	casE	CRISPR processing complex protein CasE	SO:0001217, UniRef:UniRef50_Q74DC7
OWC_1205	CAS_Class1-Subtype-I-E	OWC_1205_k121_35468875	cds	1090	1779	-	DBKNOG_23290	casD	CRISPR system Cascade subunit CasD	SO:0001217, UniRef:UniRef50_Q46898
OWC_1205	CAS_Class1-Subtype-I-E	OWC_1205_k121_35468875	cds	1782	2441	-	DBKNOG_23295		hypothetical protein	
OWC_1212	MazEF	OWC_1212_k121_7433839	cds	2669	2917	+	LBDDOH_10160		hypothetical protein	PFAM:PF04014.22
OWC_1212	MazEF	OWC_1212_k121_7433839	cds	2918	3253	+	LBDDOH_10165		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A2T4U1I1
OWC_1215	MazEF	OWC_1215_k121_4219116	cds	5003	5251	+	BACEFH_07795		hypothetical protein	PFAM:PF04014.22
OWC_1215	MazEF	OWC_1215_k121_4219116	cds	5252	5587	+	BACEFH_07800		mRNA interferase	SO:0001217, UniRef:UniRef50_A0A2T4U1I1
OWC_1217	CAS_Class1-Subtype-I-C	OWC_1217_scaffold_19610	cds	63	743	-	LAOLDP_07070		pre-crRNA processing endonuclease	SO:0001217, UniRef:UniRef50_Q39WR9
OWC_1217	CAS_Class1-Subtype-I-C	OWC_1217_scaffold_19610	cds	765	2768	-	LAOLDP_07075		CRISPR-associated helicase Cas3	SO:0001217, UniRef:UniRef50_A0A963HTN4
